Country,CountryName,Fips_code,ISO3v10,WH_2000,RI_2000,MZ_2000,WHA1F2020,RIA1F2020,MZA1F2020,ActChWHA1F2020,ActChRIAIF2020,ActChMZA1F2020,WHA1F2050,RIA1F2050,MZA1F2050,ActChWHA1F2050,ActChRIAIF2050,ActChMZA1F2050,WHA1F2080,RIA1F2080,MZA1F2080,ActChWHA1F2080,ActChRIAIF2080,ActChMZA1F2080,WHA2a2020,RIA2a2020,MZA2a2020,ActChWHA2a2020,ActChRIA2a2020,ActChMZA2a2020,WHA2a2050,RIA2a2050,MZA2a2050,ActChWHA2a2050,ActChRIA2a2050,ActChMZA2a2050,WHA2a2080,RIA2a2080,MZA2a2080,ActChWHA2a2080,ActChRIA2a2080,ActChMZA2a2080,WHA2b2020,RIA2b2020,MZA2b2020,ActCHWHA2b2020,ActChRIA2b2020,ActChMZA2b2020,WHA2b2050,RIA2b2050,MZA2b2050,ActCHWHA2b2050,ActChRIA2b2050,ActChMZA2b2050,WHA2b2080,RIA2b2080,MZA2b2080,ActChWHA2b2080,ActChRIA2b2080,ActChMZA2b2080,WHA2c2020,RIA2c2020,MZA2c2020,ActChWHA2c2020,ActChRIA2c2020,ActChMZA2c2020,WHA2c2050,RIA2c2050,MZA2c2050,ActChWHA2c2050,ActChRIA2c2050,ActChMZA2c2050,WHA2c2080,RIA2c2080,MZA2c2080,ActChWHA2c2080,ActChRIA2c2080,ActChMZA2c2080,WHB1a2020,RIB1a2020,MZB1a2020,ActChWHB1a2020,ActChRIB1a2020,ActChMZB1a2020,WHB1a2050,RIB1a2050,MZB1a2050,ActChWHB1a2050,ActChRIB1a2050,ActChMZB1a2050,WHB1a2080,RIB1a2080,MZB1a2080,ActChWHB1a2080,ActChRIB1a2080,ActChMZB1a2080,WHB2a2020,RIB2a2020,MZB2a2020,ActChWHB2a2020,ActChRIB2a2020,ActChMZB2a2020,WHB2a2050,RIB2a2050,MZB2a2050,ActChWHB2a2050,ActChRIB2a2050,ActChMZB2a2050,WHB2a2080,RIB2a2080,MZB2a2080,ActChWHB2a2080,ActChRIB2a2080,ActChMZB2a2080,WHB2b2020,RIB2b2020,MZB2b2020,ActChWHB2b2020,ActChRIB2b2020,ActChMZB2b2020,WHB2b2050,RIB2b2050,MZB2b2050,ActChWHB2b2050,ActChRIB2b2050,ActChMZB2b2050,WHB2b2080,RIB2b2080,MZB2b2080,ActChWHB2b2080,ActChRIB2b2080,ActChMZB2b2080,COUNTRY,WH%GR,RI%GR,MZ%GR,A1FI2020,A1FI2050,A1FI2080,A2A2020,A2A2050,A2A2080,A2B2020,A2B2050,A2B2080,A2C2020,A2C2050,A2C2080,B1A2020,B1A2050,B1A2080,B2A2020,B2A2050,B2A2080,B2B2020,B2B2050,B2B2080
80,Kazakhstan,KZ,KAZ,11521858.14,255897,412679.14,-0.6,-2.6,-3.6,-69604.26,-6663.83,-14873.39,0.93,-0.07,-6.07,107245.72,-177.07,-25046.31,13.68,12.68,3.68,1576581.09,32456.42,15200.59,-2.58,-4.58,-5.58,-297698.88,-11729.74,-23043.07,0.02,-1.98,-6.98,2306.93,-5066.7,-28804.91,10.05,9.05,-0.95,1157721.18,23153.67,-3928.53,-2.02,-4.02,-5.02,-232534.55,-10282.46,-20709.08,-0.08,-2.08,-7.08,-9214.89,-5322.6,-29217.59,10.86,9.86,-0.14,1251133.69,25228.33,-582.77,0.71,-1.29,-2.29,81553.85,-3306.65,-9459.35,0.18,-1.82,-6.82,21046.62,-4650.5,-28133.71,5.61,4.61,-5.39,646377.18,11796.87,-22243.37,-5.67,-7.67,-8.67,-653611.04,-19634.44,-35790.8,-2.65,-3.65,-7.65,-305144.36,-9336.13,-31563.33,-2.03,-5.03,-8.03,-233797.38,-12869.48,-33134.68,-6.09,-8.09,-9.09,-701867.16,-20706.2,-37519.2,-2.78,-3.78,-7.78,-320747.12,-9682.67,-32122.18,0.87,-0.13,-6.13,100628.63,-324.04,-25283.32,-2.11,-4.11,-5.11,-243309.59,-10521.77,-21095.01,-2.5,-3.5,-7.5,-287528.14,-8944.88,-30932.37,0.41,-0.59,-6.59,47814.2,-1497.03,-27174.98,Kazakhstan,95.66,2.82,1.52,-0.24,0.27,4.5,-0.9,-0.05,3.28,-0.71,-0.08,3.55,0.2,0.01,1.8,-1.92,-0.92,-0.73,-2.06,-0.96,0.25,-0.74,-0.87,0.09
81,Kenya,KE,KEN,321924.86,51380.43,2689906,1.4,-0.6,-1.6,4510.93,-307.65,-43005.21,-4.07,-5.07,-11.07,-13110.35,-2606.27,-297839.54,-17.41,-18.41,-27.41,-56044.01,-9458.64,-737277.28,2.24,0.24,-0.76,7221.75,125.01,-20354.4,-1.84,-3.84,-8.84,-5933.75,-1974.66,-237873.99,-7.79,-8.79,-18.79,-25072.27,-4515.43,-505385.9,1.91,-0.09,-1.09,6163.41,-43.9,-29197.58,0.43,-1.57,-6.57,1380.27,-807.31,-176760.28,-7.45,-8.45,-18.45,-23971.04,-4339.67,-496184.33,2.71,0.71,-0.29,8713.68,363.13,-7888.3,1.39,-0.61,-5.61,4488.85,-311.17,-150785.94,-6.27,-7.27,-17.27,-20183.64,-3735.19,-464537.99,1.78,-0.22,-1.22,5735.9,-112.14,-32769.78,-0.87,-1.87,-5.87,-2798.48,-960.45,-157878.52,-4.77,-7.77,-10.77,-15362.54,-3993.33,-289759.07,0.82,-1.18,-2.18,2627.61,-608.23,-58741.65,-1.8,-2.8,-6.8,-5785.71,-1437.22,-182838.89,-6.77,-7.77,-13.77,-21797.58,-3992.78,-370427.32,0.86,-1.14,-2.14,2755.99,-587.74,-57668.94,-2.99,-3.99,-7.99,-9614.42,-2048.3,-214830.43,-4.36,-5.36,-11.36,-14043.2,-2755.15,-305634.11,Kenya,13.62,2.33,84.05,-0.39,-3.33,-8.61,-0.11,-2.59,-5.69,-0.22,-1.83,-5.57,0.05,-1.51,-5.18,-0.26,-1.7,-3.29,-0.58,-2.01,-4.23,-0.57,-2.4,-3.42
82,North Korea,KN,PRK,171123.71,2214314.29,1646428.57,1.95,0.84,5.73,3343.46,18572.85,94329.54,1.77,1.21,3.34,3021.44,26828.11,55022.34,-4.16,-4.95,-6.02,-7119.65,-109664.64,-99094.9,1.75,1.84,3.71,2994.18,40642.59,61148.15,3.51,4.47,2.47,6007.34,98939.05,40622.43,3.7,3.5,-0.49,6338.1,77409.01,-8005.4,1.73,1.6,3.86,2957.69,35404.17,63519.32,3.25,3.01,2.94,5554.26,66614.46,48430.63,2.71,-1.38,0.64,4633.39,-30585.88,10616.54,1.19,1.79,2.13,2043.13,39579.99,35095.02,1.8,2.9,1.25,3072.32,64129.26,20504.2,0.96,3.57,-3.21,1641.69,79061.15,-52853.76,1.44,0.73,3.11,2472.33,16121.18,51185.58,1.54,2.77,2.32,2632.84,61417.74,38157.69,0.15,-0.89,0.73,248.74,-19770.59,12056.58,0.06,0.15,1.82,102.96,3371.56,29948.89,0.31,1.92,0.88,522.81,42563.02,14566.16,2.33,3.77,1.83,3987.61,83554.01,30122.27,0.99,0.11,3.42,1687.42,2475.19,56288.77,0.9,0.52,3.88,1542.19,11551.2,63899.46,1.05,3.6,0.77,1790.59,79793.35,12757.63,"Korea, Democratic People's Republic of",2.29,52.63,45.08,1.02,0.73,-1.81,0.89,1.18,0.57,0.87,0.99,-0.12,0.64,0.71,0.15,0.61,0.85,-0.05,0.3,0.47,0.95,0.54,0.68,0.76
83,South Korea,KS,KOR,6733.71,6685892.71,68625.57,1.95,0.84,5.73,131.57,56078.8,3931.79,1.77,1.21,3.34,118.89,81004.7,2293.41,-4.16,-4.95,-6.02,-280.16,-331121.02,-4130.42,1.75,1.84,3.71,117.82,122716.09,2548.75,3.51,4.47,2.47,236.39,298736.21,1693.2,3.7,3.5,-0.49,249.4,233728.49,-333.68,1.73,1.6,3.86,116.38,106899.23,2647.58,3.25,3.01,2.94,218.56,201135.47,2018.66,2.71,-1.38,0.64,182.32,-92350.91,442.51,1.19,1.79,2.13,80.4,119507.68,1462.81,1.8,2.9,1.25,120.9,193631.67,854.65,0.96,3.57,-3.21,64.6,238716.97,-2203.02,1.44,0.73,3.11,97.29,48676.23,2133.49,1.54,2.77,2.32,103.6,185444.5,1590.47,0.15,-0.89,0.73,9.79,-59695.25,502.54,0.06,0.15,1.82,4.05,10180.08,1248.31,0.31,1.92,0.88,20.57,128514.63,607.14,2.33,3.77,1.83,156.91,252282.67,1255.54,0.99,0.11,3.42,66.4,7473.59,2346.2,0.9,0.52,3.88,60.68,34877.66,2663.42,1.05,3.6,0.77,70.46,240927.76,531.76,"Korea, Republic of",0.15,98.85,1,0.3,0.41,-1.65,0.62,1.48,1.15,0.54,1,-0.45,0.6,0.96,1.17,0.25,0.92,-0.29,0.06,0.64,1.25,0.05,0.19,1.19
84,Kuwait,KU,KWT,503.57,0,718.14,-1.22,-3.22,-5.54,-6.12,0,-39.78,-4.76,-5.76,-12.84,-23.95,0,-92.23,-13.58,-14.58,-19.81,-68.37,0,-142.25,-0.74,-2.74,-5.44,-3.74,0,-39.06,-1.24,-3.24,-9.84,-6.26,0,-70.65,-5.64,-6.64,-15.46,-28.39,0,-110.99,-0.56,-2.56,-5.03,-2.82,0,-36.1,-0.87,-2.87,-9.31,-4.37,0,-66.88,-4.34,-5.34,-14.18,-21.84,0,-101.82,-0.99,-2.99,-5.36,-4.98,0,-38.49,-0.15,-2.15,-9.02,-0.73,0,-64.81,-5.01,-6.01,-15.39,-25.24,0,-110.53,-0.87,-2.87,-5.08,-4.4,0,-36.46,-1.68,-2.68,-8.34,-8.44,0,-59.87,-3.28,-6.28,-11.02,-16.54,0,-79.15,-2.24,-4.24,-7.11,-11.29,0,-51.04,-4.26,-5.26,-10.85,-21.47,0,-77.94,-4.74,-5.74,-12.65,-23.87,0,-90.85,-1.54,-3.54,-6.03,-7.74,0,-43.33,-2.03,-3.03,-8.66,-10.21,0,-62.17,-9.47,-10.47,-17.79,-47.67,0,-127.74,Kuwait,1.87,0,98.13,-1.82,-4.23,-6.56,-1.78,-3.23,-5.09,-1.65,-3.05,-4.66,-1.76,-2.95,-5.07,-1.67,-2.74,-3.63,-2.34,-3.58,-4.17,-1.98,-2.84,-5.88
85,Kyrgyzstan,KG,KGZ,1027802.57,18401.71,411633.43,2.69,0.69,-3.07,27601.36,126.14,-12623.29,7.36,6.36,-3.7,75690.54,1171.14,-15215.63,5.79,4.79,-0.75,59485.57,881.01,-3095.86,3.64,1.64,-2.8,37443.14,302.35,-11510.7,6.94,4.94,-3.47,71293.57,908.4,-14278.72,9.9,8.9,-1.63,101783.3,1638.3,-6697.13,2.14,0.14,-2.02,22030.55,26.4,-8324.71,7.27,5.27,-3.84,74697.14,969.34,-15801.03,10.83,9.83,-1.36,111279.49,1808.32,-5579.94,1.6,-0.4,-2.67,16415.37,-74.13,-10972.05,6.85,4.85,-4.12,70405.6,892.5,-16976.93,12.27,11.27,-2.01,126060.83,2072.97,-8283.38,-0.82,-2.82,-3.27,-8441.15,-519.16,-13471.57,3.19,2.19,-4.77,32808.54,403.38,-19644.62,4.84,1.84,-5.43,49766.9,338.97,-22359.66,2.18,0.18,-4.43,22451.11,33.93,-18225.02,3.11,2.11,-5.17,31969.79,388.37,-21291.95,3.68,2.68,-3.68,37864.72,493.91,-15161.3,1.18,-0.82,-3.92,12161.85,-150.29,-16116.76,3.27,2.27,-5.35,33653.55,418.51,-22041.11,7.01,6.01,-3.64,72017.41,1105.38,-14990.11,Kyrgyzstan,83.34,0.91,15.75,0.59,1.87,1.58,0.87,1.76,2.69,0.49,1.83,2.97,0.3,1.7,3.34,-0.41,0.64,1.07,0.37,0.6,0.84,0.12,0.64,1.77
86,Laos,LA,LAO,0,2441242.86,217453.43,-2.8,-0.7,-1.01,0,-16967.45,-2193.52,5.67,1.95,-3.78,0,47703.29,-8230.36,2.61,0.9,-5.5,0,22009.08,-11962.09,2.8,0.09,-1.74,0,2161.39,-3782.63,4.2,2.16,-5.19,0,52731.61,-11292.01,8.1,5.54,-4.1,0,135197.43,-8906.86,0.5,0.11,-1.33,0,2564.29,-2891.24,6.75,2.34,-3.77,0,57183.29,-8196.92,8.4,3.47,-3.6,0,84618.75,-7830.85,-1.25,0.04,-2.58,0,920.95,-5600.35,2.89,1.4,-5.8,0,34188.08,-12607.7,2.26,4.07,-7.2,0,99398.72,-15646.76,-2.81,-0.78,-1.91,0,-19068.5,-4144.23,1,0.75,-4.89,0,18329.65,-10634.76,5.08,-1.19,-5.39,0,-29112.27,-11713.78,2.55,-1.43,-3.56,0,-34930.72,-7740.86,3.91,0.35,-5.56,0,8536.05,-12081.06,5.92,2.72,-4.94,0,66391.62,-10733.89,1.38,-1.12,-2.14,0,-27375.84,-4652.63,3.35,-0.21,-3.98,0,-5182.84,-8651.65,6.07,3.16,-4.92,0,77084.84,-10698.1,Laos,0,94.76,5.24,-0.24,0.55,0.19,0,0.59,1.68,0.01,0.67,1.03,-0.03,0.34,1.16,-0.28,0.15,-0.47,-0.51,0.01,0.77,-0.39,-0.14,0.91
87,Latvia,LG,LVA,520242.29,0,0,-4.91,-6.91,-7.91,-25518.75,0,0,-7.18,-8.18,-14.18,-37354.18,0,0,-3.83,-4.83,-13.83,-19947.8,0,0,-5.73,-7.73,-8.73,-29784.47,0,0,-6.3,-8.3,-13.3,-32784.86,0,0,-1.83,-2.83,-12.83,-9529.63,0,0,-4.4,-6.4,-7.4,-22905.08,0,0,-6.77,-8.77,-13.77,-35216.68,0,0,-3,-4,-14,-15590.41,0,0,-2.98,-4.98,-5.98,-15494.2,0,0,-6.83,-8.83,-13.83,-35512.3,0,0,-3.42,-4.42,-14.42,-17769.49,0,0,-7.88,-9.88,-10.88,-41018.69,0,0,-6.1,-7.1,-11.1,-31752.82,0,0,-8.41,-11.41,-14.41,-43738.33,0,0,-8.86,-10.86,-11.86,-46083.67,0,0,-7.17,-8.17,-12.17,-37305.17,0,0,-5.83,-6.83,-12.83,-30307.17,0,0,-5.99,-7.99,-8.99,-31146.05,0,0,-10,-11,-15,-52005.66,0,0,-7.38,-8.38,-14.38,-38371.4,0,0,Latvia,100,0,0,-1.64,-2.39,-1.28,-1.91,-2.1,-0.61,-1.47,-2.26,-1,-0.99,-2.28,-1.14,-2.63,-2.03,-2.8,-2.95,-2.39,-1.94,-2,-3.33,-2.46
88,Lebanon,LE,LBN,129057.14,0,3349.14,-1.22,-3.22,-5.54,-1569.71,0,-185.52,-4.76,-5.76,-12.84,-6138.23,0,-430.12,-13.58,-14.58,-19.81,-17521.73,0,-663.39,-0.74,-2.74,-5.44,-959.34,0,-182.18,-1.24,-3.24,-9.84,-1603.08,0,-329.5,-5.64,-6.64,-15.46,-7275.08,0,-517.61,-0.56,-2.56,-5.03,-722.77,0,-168.34,-0.87,-2.87,-9.31,-1119.25,0,-311.88,-4.34,-5.34,-14.18,-5598.44,0,-474.86,-0.99,-2.99,-5.36,-1276.16,0,-179.5,-0.15,-2.15,-9.02,-187.23,0,-302.26,-5.01,-6.01,-15.39,-6467.43,0,-515.48,-0.87,-2.87,-5.08,-1128.12,0,-170.03,-1.68,-2.68,-8.34,-2164.15,0,-279.22,-3.28,-6.28,-11.02,-4238.99,0,-369.11,-2.24,-4.24,-7.11,-2892.9,0,-238.01,-4.26,-5.26,-10.85,-5503.54,0,-363.49,-4.74,-5.74,-12.65,-6117.09,0,-423.7,-1.54,-3.54,-6.03,-1984.66,0,-202.06,-2.03,-3.03,-8.66,-2616.22,0,-289.95,-9.47,-10.47,-17.79,-12217.7,0,-595.74,Lebanon,91.46,0,8.54,-0.53,-1.82,-4.7,-0.38,-0.66,-2.16,-0.31,-0.53,-1.73,-0.45,-0.3,-1.97,-0.41,-0.75,-1.32,-0.89,-1.61,-1.81,-0.64,-0.86,-3.39
89,Lesotho,LT,LSO,27966.43,0,98511.86,-1.22,-3.22,-5.54,-340.15,0,-5456.97,-4.76,-5.76,-12.84,-1330.14,0,-12651.63,-13.58,-14.58,-19.81,-3796.92,0,-19512.93,-0.74,-2.74,-5.44,-207.89,0,-5358.65,-1.24,-3.24,-9.84,-347.38,0,-9692.06,-5.64,-6.64,-15.46,-1576.5,0,-15225.15,-0.56,-2.56,-5.03,-156.62,0,-4951.6,-0.87,-2.87,-9.31,-242.54,0,-9173.69,-4.34,-5.34,-14.18,-1213.17,0,-13967.62,-0.99,-2.99,-5.36,-276.54,0,-5279.9,-0.15,-2.15,-9.02,-40.57,0,-8890.66,-5.01,-6.01,-15.39,-1401.48,0,-15162.31,-0.87,-2.87,-5.08,-244.46,0,-5001.22,-1.68,-2.68,-8.34,-468.97,0,-8212.85,-3.28,-6.28,-11.02,-918.58,0,-10856.92,-2.24,-4.24,-7.11,-626.89,0,-7000.86,-4.26,-5.26,-10.85,-1192.61,0,-10691.64,-4.74,-5.74,-12.65,-1325.56,0,-12462.72,-1.54,-3.54,-6.03,-430.07,0,-5943.5,-2.03,-3.03,-8.66,-566.93,0,-8528.53,-9.47,-10.47,-17.79,-2647.55,0,-17523.09,Lesotho,13.57,0,86.43,-1.65,-3.92,-6.32,-1.6,-2.89,-4.71,-1.47,-2.72,-4.28,-1.59,-2.61,-4.66,-1.5,-2.48,-3.32,-2.15,-3.32,-3.86,-1.81,-2.59,-5.55
90,Liberia,LI,LBR,0,129957.14,0,0.14,-1.86,-4.18,0,-2415.58,0,-1.98,-2.98,-10.07,0,-3877.4,0,-14.52,-15.52,-20.75,0,-20169.83,0,0.2,-1.8,-4.5,0,-2337.9,0,-0.26,-2.26,-8.86,0,-2935.39,0,-5.76,-6.76,-15.58,0,-8791.01,0,0.42,-1.58,-4.05,0,-2053.38,0,0.97,-1.03,-7.47,0,-1333.44,0,-4.17,-5.17,-14.01,0,-6723.09,0,0.84,-1.16,-3.53,0,-1511.05,0,1.85,-0.15,-7.03,0,-198.72,0,-4.31,-5.31,-14.69,0,-6896.45,0,-0.4,-2.4,-4.6,0,-3119.12,0,-0.6,-1.6,-7.26,0,-2081.95,0,-2.25,-5.25,-9.99,0,-6822.65,0,-1.33,-3.33,-6.19,0,-4322.28,0,-2.58,-3.58,-9.16,0,-4646.94,0,-4.49,-5.49,-12.4,0,-7131.1,0,-0.76,-2.76,-5.25,0,-3581.72,0,-1.59,-2.59,-8.22,0,-3365.61,0,-6.42,-7.42,-14.74,0,-9646.14,0,Liberia,0,100,0,-0.62,-0.99,-5.17,-0.6,-0.75,-2.25,-0.53,-0.34,-1.72,-0.39,-0.05,-1.77,-0.8,-0.53,-1.75,-1.11,-1.19,-1.83,-0.92,-0.86,-2.47
91,Libya,LY,LBY,121428.57,0,3011.43,-1.22,-3.22,-5.54,-1476.92,0,-166.82,-4.76,-5.76,-12.84,-5775.4,0,-386.75,-13.58,-14.58,-19.81,-16486.02,0,-596.49,-0.74,-2.74,-5.44,-902.63,0,-163.81,-1.24,-3.24,-9.84,-1508.32,0,-296.28,-5.64,-6.64,-15.46,-6845.05,0,-465.42,-0.56,-2.56,-5.03,-680.05,0,-151.37,-0.87,-2.87,-9.31,-1053.09,0,-280.43,-4.34,-5.34,-14.18,-5267.51,0,-426.98,-0.99,-2.99,-5.36,-1200.73,0,-161.4,-0.15,-2.15,-9.02,-176.16,0,-271.78,-5.01,-6.01,-15.39,-6085.14,0,-463.5,-0.87,-2.87,-5.08,-1061.44,0,-152.88,-1.68,-2.68,-8.34,-2036.23,0,-251.06,-3.28,-6.28,-11.02,-3988.43,0,-331.89,-2.24,-4.24,-7.11,-2721.9,0,-214.01,-4.26,-5.26,-10.85,-5178.23,0,-326.83,-4.74,-5.74,-12.65,-5755.51,0,-380.98,-1.54,-3.54,-6.03,-1867.35,0,-181.69,-2.03,-3.03,-8.66,-2461.58,0,-260.71,-9.47,-10.47,-17.79,-11495.52,0,-535.67,Libya,99.69,0,0.31,-0.41,-1.59,-4.53,-0.25,-0.42,-1.89,-0.19,-0.3,-1.46,-0.33,-0.06,-1.68,-0.3,-0.57,-1.1,-0.75,-1.43,-1.59,-0.52,-0.68,-3.16
92,Lithuania,LH,LTU,1193571.43,0,4700,-4.91,-6.91,-7.91,-58546.66,0,-371.54,-7.18,-8.18,-14.18,-85700.23,0,-666.47,-3.83,-4.83,-13.83,-45765.46,0,-650.21,-5.73,-7.73,-8.73,-68333.34,0,-410.08,-6.3,-8.3,-13.3,-75217.01,0,-625.19,-1.83,-2.83,-12.83,-21863.46,0,-603.09,-4.4,-6.4,-7.4,-52550.23,0,-347.93,-6.77,-8.77,-13.77,-80796.25,0,-647.16,-3,-4,-14,-35768.47,0,-657.85,-2.98,-4.98,-5.98,-35547.73,0,-280.98,-6.83,-8.83,-13.83,-81474.46,0,-649.83,-3.42,-4.42,-14.42,-40767.85,0,-677.53,-7.88,-9.88,-10.88,-94107.57,0,-511.57,-6.1,-7.1,-11.1,-72849.26,0,-521.86,-8.41,-11.41,-14.41,-100347.13,0,-677.14,-8.86,-10.86,-11.86,-105727.94,0,-557.33,-7.17,-8.17,-12.17,-85587.79,0,-572.02,-5.83,-6.83,-12.83,-69532.56,0,-602.8,-5.99,-7.99,-8.99,-71457.17,0,-422.38,-10,-11,-15,-119314.55,0,-704.83,-7.38,-8.38,-14.38,-88033.99,0,-675.66,Lithuania,100,0,0,-1.64,-2.39,-1.28,-1.91,-2.1,-0.61,-1.47,-2.26,-1,-0.99,-2.28,-1.14,-2.63,-2.03,-2.8,-2.95,-2.39,-1.94,-2,-3.33,-2.46
93,Luxembourg,LU,LUX,68976.57,0,2590.86,4.19,2.19,-1.68,2893.04,0,-43.46,9.28,8.28,-1.37,6402.22,0,-35.59,7.48,6.48,1.19,5162.39,0,30.84,5.67,3.67,-1.16,3907.71,0,-30.06,9.2,7.2,-1.32,6348.19,0,-34.12,13.14,12.14,0.45,9062.33,0,11.62,3.49,1.49,-0.72,2406.19,0,-18.77,8.92,6.92,-1.66,6150.29,0,-42.89,13.15,12.15,0.77,9072.37,0,19.85,3.34,1.34,-1.48,2306.63,0,-38.28,9.07,7.07,-1.81,6258.25,0,-46.9,13.51,12.51,0.44,9319.69,0,11.51,1.61,-0.39,-1.71,1108.48,0,-44.41,5.28,4.28,-2.83,3642.7,0,-73.35,6.86,3.86,-3.21,4734.25,0,-83.15,3.66,2.31,-2.6,2522.09,0,-67.43,5.13,4.13,-3.19,3538.31,0,-82.67,7.24,6.24,-1.42,4996.5,0,-36.7,3.16,1.16,-2.55,2178.57,0,-65.94,5.5,4.5,-3.13,3793.09,0,-81.06,8.85,7.85,-1.35,6107,0,-34.88,Luxembourg,1,1,1,0.02,0.05,0.05,0.03,0.05,0.09,0.01,0.05,0.09,0.01,0.05,0.09,0,0.02,0.03,0.01,0.02,0.04,0.01,0.02,0.05
94,Macedonia,MK,MKD,0,0,0,4.19,2.19,-1.68,0,0,0,9.28,8.28,-1.37,0,0,0,7.48,6.48,1.19,0,0,0,5.67,3.67,-1.16,0,0,0,9.2,7.2,-1.32,0,0,0,13.14,12.14,0.45,0,0,0,3.49,1.49,-0.72,0,0,0,8.92,6.92,-1.66,0,0,0,13.15,12.15,0.77,0,0,0,3.34,1.34,-1.48,0,0,0,9.07,7.07,-1.81,0,0,0,13.51,12.51,0.44,0,0,0,1.61,-0.39,-1.71,0,0,0,5.28,4.28,-2.83,0,0,0,6.86,3.86,-3.21,0,0,0,3.66,2.31,-2.6,0,0,0,5.13,4.13,-3.19,0,0,0,7.24,6.24,-1.42,0,0,0,3.16,1.16,-2.55,0,0,0,5.5,4.5,-3.13,0,0,0,8.85,7.85,-1.35,0,0,0,Macedonia,62.05,5.13,32.82,0.72,1.91,1.79,1.11,1.88,2.97,0.67,1.78,3.01,0.55,1.8,3.06,0.14,0.86,1.13,0.51,0.78,1.45,0.39,0.87,1.82
95,Madagascar,MA,MDG,9857.14,2922128.57,296400.86,0.14,-1.86,-4.18,13.92,-54315.14,-12395.08,-1.98,-2.98,-10.07,-195.53,-87184.52,-29847.98,-14.52,-15.52,-20.75,-1431.29,-453525.11,-61507.14,0.2,-1.8,-4.5,19.82,-52568.38,-13323.92,-0.26,-2.26,-8.86,-25.5,-66003.2,-26246.49,-5.76,-6.76,-15.58,-568.22,-197668.81,-46186.93,0.42,-1.58,-4.05,41.4,-46170.88,-11993.58,0.97,-1.03,-7.47,96,-29982.9,-22144.36,-4.17,-5.17,-14.01,-411.37,-151170.96,-41537.58,0.84,-1.16,-3.53,82.53,-33976.35,-10473.48,1.85,-0.15,-7.03,182.07,-4468.18,-20845.28,-4.31,-5.31,-14.69,-424.52,-155068.84,-43531.7,-0.4,-2.4,-4.6,-39.44,-70134.5,-13642.62,-0.6,-1.6,-7.26,-59.34,-46813.42,-21524.8,-2.25,-5.25,-9.99,-221.78,-153409.43,-29599.35,-1.33,-3.33,-6.19,-130.7,-97187.89,-18350.13,-2.58,-3.58,-9.16,-253.9,-104488.02,-27163.6,-4.49,-5.49,-12.4,-442.32,-160345.07,-36749.02,-0.76,-2.76,-5.25,-74.53,-80536.13,-15565.61,-1.59,-2.59,-8.22,-156.71,-75676.83,-24364.04,-6.42,-7.42,-14.74,-633.08,-216896.49,-43699.72,Madagascar,0.15,93.14,6.71,-0.67,-1.15,-5.29,-0.66,-0.9,-2.45,-0.58,-0.49,-1.92,-0.44,-0.2,-1.98,-0.85,-0.66,-1.85,-1.17,-1.32,-1.98,-0.97,-0.99,-2.64
96,Malawi,MI,MWI,1783.71,75350.57,1880724.71,0.14,-1.86,-4.18,2.52,-1400.58,-78649.37,-1.98,-2.98,-10.07,-35.38,-2248.16,-189391.61,-14.52,-15.52,-20.75,-259,-11694.69,-390275.51,0.2,-1.8,-4.5,3.59,-1355.54,-84543,-0.26,-2.26,-8.86,-4.62,-1701.97,-166539.38,-5.76,-6.76,-15.58,-102.82,-5097.13,-293065.61,0.42,-1.58,-4.05,7.49,-1190.57,-76101.75,0.97,-1.03,-7.47,17.37,-773.14,-140510.53,-4.17,-5.17,-14.01,-74.44,-3898.12,-263564.52,0.84,-1.16,-3.53,14.93,-876.12,-66456.38,1.85,-0.15,-7.03,32.95,-115.22,-132267.6,-4.31,-5.31,-14.69,-76.82,-3998.64,-276217.66,-0.4,-2.4,-4.6,-7.14,-1808.5,-86565.24,-0.6,-1.6,-7.26,-10.74,-1207.14,-136579.33,-2.25,-5.25,-9.99,-40.13,-3955.85,-187814,-1.33,-3.33,-6.19,-23.65,-2506.11,-116435.37,-2.58,-3.58,-9.16,-45.94,-2694.35,-172358.63,-4.49,-5.49,-12.4,-80.04,-4134.69,-233180.15,-0.76,-2.76,-5.25,-13.49,-2076.72,-98766.99,-1.59,-2.59,-8.22,-28.36,-1951.42,-154594.9,-6.42,-7.42,-14.74,-114.56,-5592.93,-277283.78,Malawi,0.12,3.89,95.99,-1.36,-3.26,-6.85,-1.46,-2.86,-5.08,-1.31,-2.4,-4.55,-1.15,-2.25,-4.77,-1.5,-2.34,-3.26,-2.02,-2.98,-4.04,-1.72,-2.66,-4.82
